RA,Fase,Turma,Nome,Ano nasc,Idade 22,Genero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra,INDE,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,IPV,IAN,Fase ideal,Defas,Destaque IEG,Destaque IDA,Destaque IPV,ANO,Atingiu_PV,INDE 2023,Nome Anonimizado,Data de Nasc,Idade,Pedra 22,Pedra 23,INDE 22,IPP,Mat,Por,Ing,Fase Ideal,Destaque IPV.1,INDE 23,Avaliador5,Avaliador6,Escola,Ativo/ Inativo,Ativo/ Inativo.1,Pedra_Ordem,EM_RISCO
RA-745,1,1G,,,,Masculino,2021,Privada - Programa de Apadrinhamento,,Topázio,AMETISTA,7.668366667,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.5,9.3,3.77,,7.0,,,,,8.893333333,5.0,,-1,,,,2023,,"7,668366667",Aluno-745,4/8/2013,1/9/1900,Ametista,,"7,382",8.125,"5,7","8,2",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-717,1,1G,,,,Feminino,2021,Pública,,Ametista,AGATA,6.633833333,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,8.5,7.52,,5.9,,,,,8.446666667,5.0,,-1,,,,2023,,"6,633833333",Aluno-717,8/17/2012,11,Ágata,,"6,832",8.125,"5,5","6,3",,Fase 2 (5° e 6° ano),,,,,,,,AGATA,0
RA-718,1,1G,,,,Feminino,2022,Pública,,,TOPAZIO,8.166866667,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.5,9.1,3.77,,7.8,,,,,8.39,10.0,,0,,,,2023,,"8,166866667",Aluno-718,11/8/2014,1/8/1900,Topázio,,"8,093",7.916666667,"6,3","9,2",,Fase 1 (3° e 4° ano),,,,,,,,TOPAZIO,0
RA-721,1,1G,,,,Feminino,2021,Pública,,Topázio,TOPAZIO,8.683366667,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,9.5,7.52,,8.4,,,,,8.443333333,10.0,,0,,,,2023,,"8,683366667",Aluno-721,3/20/2014,9,Ametista,,"7,973",8.125,"7,5","9,3",,Fase 1 (3° e 4° ano),,,,,,,,TOPAZIO,0
RA-746,1,1G,,,,Masculino,2022,Pública,,,AGATA,6.517166667,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,8.0,3.77,,7.2,,,,,7.113333333,10.0,,0,,,,2023,,"6,517166667",Aluno-746,9/4/2014,1/8/1900,Ametista,,"7,656",6.875,"6,0","8,3",,Fase 1 (3° e 4° ano),,,,,,,,AGATA,0
RA-1045,1,1H,,,,Feminino,2023,Pública,,,TOPAZIO,8.089033333,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.5,9.4,7.52,,7.9,,,,,8.28,5.0,,-1,,,,2023,,"8,089033333",Aluno-1045,8/18/2012,11,,,,7.708333333,"6,8","9,0",,Fase 2 (5° e 6° ano),,,,,,,,TOPAZIO,0
RA-483,1,1H,,,,Feminino,2019,Pública,Ametista,Ágata,AGATA,6.3972,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.0,6.0,2.52,,5.6,,,,,8.166666667,5.0,,-2,,,,2023,,"6,3972",Aluno-483,9/30/2011,12,Quartzo,,"5,263",7.916666667,"5,0","6,2",,Fase 3 (7° e 8° ano),,,,,,,,AGATA,0
RA-1046,1,1H,,,,Masculino,2023,Pública,,,AGATA,6.835833333,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,8.5,3.77,,6.3,,,,,8.223333333,10.0,,0,,,,2023,,"6,835833333",Aluno-1046,1/18/2014,9,,,,8.541666667,"6,3","6,3",,Fase 1 (3° e 4° ano),,,,,,,,AGATA,0
RA-1047,1,1H,,,,Masculino,2023,Pública,,,AMETISTA,7.848366667,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,10.0,8.5,3.77,,6.9,,,,,7.893333333,10.0,,0,,,,2023,,"7,848366667",Aluno-1047,3/17/2014,9,,,,8.125,"5,8","8,0",,Fase 1 (3° e 4° ano),,,,,,,,AMETISTA,0
RA-570,1,1H,,,,Feminino,2019,Pública,Topázio,Ágata,AGATA,6.781033333,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,7.3,3.77,,5.9,,,,,8.056666667,5.0,,-1,,,,2023,,"6,781033333",Aluno-570,3/1/2012,1/10/1900,Quartzo,,"5,722",8.125,"5,7","6,0",,Fase 2 (5° e 6° ano),,,,,,,,AGATA,0
RA-1048,1,1H,,,,Feminino,2023,Privada,,,AMETISTA,7.811366667,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,9.5,3.77,,8.2,,,,,8.5,5.0,,-1,,,,2023,,"7,811366667",Aluno-1048,7/20/2013,10,,,,8.541666667,"7,5","8,8",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-1049,1,1H,,,,Masculino,2023,Pública,,,AMETISTA,7.443366667,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,10.0,7.7,7.52,,6.3,,,,,7.943333333,5.0,,-1,,,,2023,,"7,443366667",Aluno-1049,6/17/2013,10,,,,8.125,"5,5","7,0",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-1050,1,1H,,,,Masculino,2023,Pública,,,AMETISTA,7.764366667,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.0,9.2,6.27,,7.2,,,,,8.223333333,5.0,,-1,,,,2023,,"7,764366667",Aluno-1050,4/15/2012,11,,,,8.125,"6,2","8,2",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-1051,1,1H,,,,Feminino,2023,Pública,,,TOPAZIO,8.534866667,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,8.9,6.27,,8.4,,,,,8.613333333,10.0,,0,,,,2023,,"8,534866667",Aluno-1051,1/14/2014,9,,,,8.75,"7,0","9,8",,Fase 1 (3° e 4° ano),,,,,,,,TOPAZIO,0
RA-707,1,1H,,,,Feminino,2020,Pública,Ametista,Ágata,AGATA,6.518,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,9.8,3.77,,6.5,,,,,7.946666667,5.0,,-1,,,,2023,,"6,518",Aluno-707,1/3/2012,1/10/1900,Ametista,,"7,679",7.916666667,"5,5","7,5",,Fase 2 (5° e 6° ano),,,,,,,,AGATA,0
RA-1052,1,1H,,,,Masculino,2023,Pública,,,AGATA,6.960333333,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,9.0,7.52,,5.3,,,,,7.833333333,10.0,,0,,,,2023,,"6,960333333",Aluno-1052,4/6/2014,1/8/1900,,,,7.916666667,"5,0","5,5",,Fase 1 (3° e 4° ano),,,,,,,,AGATA,0
RA-580,1,1H,,,,Feminino,2020,Pública,Topázio,Ametista,TOPAZIO,8.4712,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,9.8,7.52,,9.0,,,,,8.67,5.0,,-1,,,,2023,,"8,4712",Aluno-580,2/15/2012,11,Ametista,,"7,525",8.75,"8,7","9,3",,Fase 2 (5° e 6° ano),,,,,,,,TOPAZIO,0
RA-581,1,1H,,,,Masculino,2019,Pública,Ametista,Ametista,AMETISTA,7.7167,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.0,9.8,7.52,,7.9,,,,,7.393333333,5.0,,-1,,,,2023,,"7,7167",Aluno-581,2/24/2012,11,Ágata,,"6,464",6.458333333,"7,0","8,8",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-735,1,1J,,,,Feminino,2021,Pública,,Ametista,AMETISTA,7.184,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,0.0,9.0,7.52,,8.1,,,,,8.393333333,5.0,,-1,,,,2023,,"7,184",Aluno-735,6/29/2012,11,Ametista,,"7,485",8.333333333,"7,7","8,5",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-710,1,1J,,,,Masculino,2020,Pública,Ametista,Ametista,AMETISTA,7.0582,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,9.5,9.0,3.77,,6.5,,,,,7.113333333,5.0,,-1,,,,2023,,"7,0582",Aluno-710,1/3/2012,1/10/1900,Ametista,,"7,285",7.083333333,"5,7","7,3",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-712,1,1J,,,,Masculino,2019,Pública,Quartzo,Quartzo,AGATA,6.331533333,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,9.5,5.6,3.14,,6.7,,,,,6.836666667,5.0,,-2,,,,2023,,"6,331533333",Aluno-712,3/13/2011,12,Ágata,,"6,026",7.5,"5,5","7,8",,Fase 3 (7° e 8° ano),,,,,,,,AGATA,0
RA-549,1,1J,,,,Masculino,2021,Pública,,Ametista,AMETISTA,7.0297,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,9.5,8.1,5.02,,6.4,,,,,7.5,5.0,,-1,,,,2023,,"7,0297",Aluno-549,7/5/2012,1/10/1900,Ágata,,"6,301",6.875,"5,5","7,2",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-679,1,1J,,,,Masculino,2020,Pública,Ametista,Ametista,AGATA,6.138366667,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,7.5,7.5,5.02,,3.6,,,,,7.393333333,5.0,,-1,,,,2023,,"6,138366667",Aluno-679,3/16/2012,11,Ametista,,"7,172",6.875,"2,0","5,2",,Fase 2 (5° e 6° ano),,,,,,,,AGATA,0
RA-571,1,1J,,,,Feminino,2019,Privada,Ametista,Ametista,AGATA,6.6097,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,9.0,7.9,3.77,,5.0,,,,,7.616666667,5.0,,-2,,,,2023,,"6,6097",Aluno-571,9/18/2011,12,Ágata,,"6,589",7.291666667,"3,8","6,2",,Fase 3 (7° e 8° ano),,,,,,,,AGATA,0
RA-714,1,1J,,,,Masculino,2019,Pública,Ágata,Ametista,AGATA,6.078666667,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,0.0,8.0,3.14,,7.4,,,,,7.223333333,5.0,,-2,,,,2023,,"6,078666667",Aluno-714,6/30/2011,12,Ágata,,"6,953",7.5,"6,7","8,0",,Fase 3 (7° e 8° ano),,,,,,,,AGATA,0
RA-737,1,1J,,,,Feminino,2022,Pública,,,TOPAZIO,8.048033333,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,9.5,7.8,7.52,,7.5,,,,,7.783333333,10.0,,0,,,,2023,,"8,048033333",Aluno-737,10/29/2013,9,Ametista,,"8,058",7.291666667,"7,0","8,0",,Fase 1 (3° e 4° ano),,,,,,,,TOPAZIO,0
RA-577,1,1J,,,,Feminino,2022,Pública,,,AMETISTA,7.219366667,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,10.0,8.2,3.77,,7.4,,,,,7.673333333,5.0,,-1,,,,2023,,"7,219366667",Aluno-577,3/25/2012,11,Ametista,,"7,862",6.875,"6,5","8,3",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-1053,1,1J,,,,Masculino,2023,Pública,,,AMETISTA,7.776166667,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,0.0,9.1,6.27,,8.6,,,,,8.616666667,10.0,,0,,,,2023,,"7,776166667",Aluno-1053,8/18/2014,9,,,,8.958333333,"7,8","9,3",,Fase 1 (3° e 4° ano),,,,,,,,AMETISTA,0
RA-731,1,1J,,,,Feminino,2019,Pública,Ametista,Ágata,AGATA,6.7742,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,8.5,7.6,3.14,,6.8,,,,,7.45,5.0,,-1,,,,2023,,"6,7742",Aluno-731,4/24/2012,11,Ametista,,"7,151",7.5,"6,2","7,3",,Fase 2 (5° e 6° ano),,,,,,,,AGATA,0
RA-552,1,1J,,,,Masculino,2022,Pública,,,QUARTZO,5.248666667,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,0.0,5.6,3.14,,6.4,,,,,6.89,5.0,,-2,,,,2023,,"5,248666667",Aluno-552,9/2/2011,1/11/1900,Ágata,,"6,625",6.666666667,"6,5","6,2",,Fase 3 (7° e 8° ano),,,,,,,,QUARTZO,1
RA-1054,1,1J,,,,Masculino,2023,Pública,,,AMETISTA,7.459533333,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,8.5,8.6,7.52,,6.6,,,,,7.836666667,5.0,,-2,,,,2023,,"7,459533333",Aluno-1054,2/12/2010,1/11/1900,,,,7.5,"5,0","8,2",,Fase 3 (7° e 8° ano),,,,,,,,AMETISTA,0
RA-1055,1,1J,,,,Masculino,2023,Pública,,,QUARTZO,5.9765,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,0.0,7.2,7.52,,5.5,,,,,7.276666667,5.0,,-1,,,,2023,,"5,9765",Aluno-1055,2/18/2012,11,,,,7.291666667,"6,0","5,0",,Fase 2 (5° e 6° ano),,,,,,,,QUARTZO,1
RA-597,1,1K,,,,Masculino,2022,Pública,,,TOPAZIO,8.49045,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,9.6,7.52,,8.5,,,,,8.56,5.0,,-1,,,,2023,,"8,49045",Aluno-597,2/21/2013,10,Topázio,,"8,265",9.0625,"7,8","9,2",,Fase 2 (5° e 6° ano),,,,,,,,TOPAZIO,0
RA-624,1,1K,,,,Masculino,2022,Pública,,,TOPAZIO,8.270825,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,9.2,7.52,,8.6,,,,,8.39,5.0,,-1,,,,2023,,"8,270825",Aluno-624,2/8/2012,1/10/1900,Ametista,,"7,425",8.90625,"8,3","8,8",,Fase 2 (5° e 6° ano),,,,,,,,TOPAZIO,0
RA-776,1,1K,,,,Feminino,2022,Privada - Programa de Apadrinhamento,,,QUARTZO,5.567916667,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,7.0,7.52,,3.5,,,,,7.223333333,5.0,,-1,,,,2023,,"5,567916667",Aluno-776,2/6/2013,1/9/1900,Quartzo,,"3,898",7.8125,"4,2","2,7",,Fase 2 (5° e 6° ano),,,,,,,,QUARTZO,1
RA-600,1,1K,,,,Feminino,2021,Pública,,Ametista,AMETISTA,7.651658333,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,8.4,7.52,,7.2,,,,,8.056666667,5.0,,-1,,,,2023,,"7,651658333",Aluno-600,3/15/2013,10,Ágata,,"7,011",8.28125,"6,5","7,8",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-1056,1,1K,,,,Masculino,2023,Pública,,,TOPAZIO,8.551741667,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,9.6,7.52,,8.1,,,,,8.113333333,10.0,,0,,,,2023,,"8,551741667",Aluno-1056,4/30/2014,9,,,,7.96875,"7,8","8,3",,Fase 1 (3° e 4° ano),,,,,,,,TOPAZIO,0
RA-791,1,1K,,,,Feminino,2022,Pública,,,AGATA,6.247916667,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,8.1,7.52,,5.3,,,,,7.723333333,5.0,,-2,,,,2023,,"6,247916667",Aluno-791,2/10/2011,1/11/1900,Ametista,,"7,507",7.8125,"6,0","4,5",,Fase 3 (7° e 8° ano),,,,,,,,AGATA,0
RA-601,1,1K,,,,Masculino,2021,Pública,,Topázio,TOPAZIO,8.955783333,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,10.0,7.52,,8.7,,,,,8.336666667,10.0,,0,,,,2023,,"8,955783333",Aluno-601,6/19/2014,9,Ametista,,"7,713",9.0625,"8,0","9,3",,Fase 1 (3° e 4° ano),,,,,,,,TOPAZIO,0
RA-762,1,1K,,,,Masculino,2022,Pública,,,AMETISTA,7.09945,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,9.1,3.14,,5.8,,,,,7.67,5.0,,-2,,,,2023,,"7,09945",Aluno-762,6/28/2010,13,Ametista,,"7,280",7.8125,"6,2","5,3",,Fase 3 (7° e 8° ano),,,,,,,,AMETISTA,0
RA-778,1,1K,,,,Feminino,2021,Pública,,Topázio,AMETISTA,7.926825,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,7.9,7.52,,8.2,,,,,8.62,5.0,,-1,,,,2023,,"7,926825",Aluno-778,11/7/2013,1/9/1900,Ametista,,"7,432",8.90625,"7,3","9,0",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-628,1,1K,,,,Masculino,2022,Pública,,,TOPAZIO,8.370325,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,8.9,7.52,,9.4,,,,,8.45,5.0,,-2,,,,2023,,"8,370325",Aluno-628,10/22/2011,12,Ametista,,"7,577",8.28125,"9,0","9,7",,Fase 3 (7° e 8° ano),,,,,,,,TOPAZIO,0
RA-606,1,1K,,,,Masculino,2022,Pública,,,AMETISTA,7.402491667,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,8.5,7.52,,6.0,,,,,8.223333333,5.0,,-1,,,,2023,,"7,402491667",Aluno-606,12/18/2012,10,Ágata,,"6,127",7.65625,"4,7","7,2",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-766,1,1K,,,,Feminino,2020,Pública,Ametista,Ametista,TOPAZIO,8.008408333,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,8.7,4.39,,8.7,,,,,8.336666667,5.0,,-1,,,,2023,,"8,008408333",Aluno-766,5/21/2012,11,Topázio,,"8,185",9.21875,"9,2","8,2",,Fase 2 (5° e 6° ano),,,,,,,,TOPAZIO,0
RA-607,1,1K,,,,Masculino,2022,Pública,,,AMETISTA,7.333075,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.0,7.5,7.52,,6.8,,,,,8.17,5.0,,-1,,,,2023,,"7,333075",Aluno-607,8/17/2012,11,Ágata,,"6,440",7.96875,"4,8","8,7",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-608,1,1K,,,,Masculino,2022,Pública,,,AMETISTA,7.401741667,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,7.5,7.52,,6.2,,,,,8.113333333,5.0,,-1,,,,2023,,"7,401741667",Aluno-608,12/20/2012,10,Ametista,,"7,216",7.96875,"6,0","6,3",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-788,1,1K,,,,Masculino,2021,Pública,,Topázio,AMETISTA,7.806091667,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.9,9.8,2.52,,6.9,,,,,8.283333333,10.0,,0,,,,2023,,"7,806091667",Aluno-788,11/3/2014,1/8/1900,Topázio,,"8,264",7.65625,"6,0","7,8",,Fase 1 (3° e 4° ano),,,,,,,,AMETISTA,0
RA-784,1,1L,,,,Feminino,2022,Pública,,,TOPAZIO,8.171366667,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,10.0,9.5,7.52,,7.3,,,,,8.783333333,5.0,,-1,,,,2023,,"8,171366667",Aluno-784,4/24/2013,10,Topázio,,"8,340",8.125,"6,5","8,0",,Fase 2 (5° e 6° ano),,,,,,,,TOPAZIO,0
RA-785,1,1L,,,,Feminino,2022,Pública,,,TOPAZIO,8.137866667,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,9.0,8.5,7.52,,8.8,,,,,8.67,5.0,,-1,,,,2023,,"8,137866667",Aluno-785,7/19/2013,10,Ametista,,"7,642",7.916666667,"8,2","9,4",,Fase 2 (5° e 6° ano),,,,,,,,TOPAZIO,0
RA-587,1,1L,,,,Masculino,2022,Pública,,,AGATA,6.032033333,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,8.5,7.0,7.52,,2.7,,,,,6.72,5.0,,-1,,,,2023,,"6,032033333",Aluno-587,4/4/2012,1/10/1900,Ágata,,"6,632",6.458333333,"2,2","3,2",,Fase 2 (5° e 6° ano),,,,,,,,AGATA,0
RA-790,1,1L,,,,Masculino,2022,Pública,,,AGATA,6.707666667,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,0.0,8.1,7.52,,7.4,,,,,8.286666667,5.0,,-2,,,,2023,,"6,707666667",Aluno-790,8/10/2011,1/11/1900,Ametista,,"7,504",7.083333333,"7,2","7,5",,Fase 3 (7° e 8° ano),,,,,,,,AGATA,0
RA-663,1,1L,,,,Masculino,2022,Pública,,,AGATA,6.969133333,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,6.9,7.4,7.52,,7.0,,,,,7.393333333,5.0,,-1,,,,2023,,"6,969133333",Aluno-663,2/17/2012,11,Ágata,,"6,376",6.666666667,"6,7","7,3",,Fase 2 (5° e 6° ano),,,,,,,,AGATA,0
RA-664,1,1L,,,,Feminino,2022,Pública,,,TOPAZIO,8.0872,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,9.0,9.6,7.52,,8.0,,,,,8.116666667,5.0,,-1,,,,2023,,"8,0872",Aluno-664,8/29/2012,11,Ametista,,"7,277",7.916666667,"8,0","8,0",,Fase 2 (5° e 6° ano),,,,,,,,TOPAZIO,0
RA-761,1,1L,,,,Masculino,2022,Pública,,,TOPAZIO,8.219533333,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,9.0,9.7,7.52,,8.4,,,,,8.12,5.0,,-1,,,,2023,,"8,219533333",Aluno-761,1/23/2013,10,Topázio,,"8,060",8.333333333,"8,7","8,0",,Fase 2 (5° e 6° ano),,,,,,,,TOPAZIO,0
RA-1057,1,1L,,,,Feminino,2023,Pública,,,TOPAZIO,8.4827,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,10.0,10.0,7.52,,6.3,,,,,8.34,10.0,,0,,,,2023,,"8,4827",Aluno-1057,1/17/2014,9,,,,8.125,"6,5","6,0",,Fase 1 (3° e 4° ano),,,,,,,,TOPAZIO,0
RA-629,1,1L,,,,Feminino,2022,Pública,,,TOPAZIO,8.013866667,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,10.0,9.4,7.52,,7.5,,,,,7.95,5.0,,-1,,,,2023,,"8,013866667",Aluno-629,3/21/2013,10,Topázio,,"8,110",7.916666667,"7,0","8,0",,Fase 2 (5° e 6° ano),,,,,,,,TOPAZIO,0
RA-832,1,1L,,,,Masculino,2022,Pública,,,TOPAZIO,8.2697,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,10.0,9.5,7.52,,8.5,,,,,8.283333333,5.0,,-1,,,,2023,,"8,2697",Aluno-832,7/21/2013,10,Topázio,,"8,179",7.708333333,"9,2","7,7",,Fase 2 (5° e 6° ano),,,,,,,,TOPAZIO,0
RA-594,1,1L,,,,Masculino,2022,Pública,,,AGATA,6.702033333,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,8.5,7.1,6.27,,5.8,,,,,7.336666667,5.0,,-1,,,,2023,,"6,702033333",Aluno-594,8/28/2012,11,Ametista,,"7,392",6.875,"6,2","5,3",,Fase 2 (5° e 6° ano),,,,,,,,AGATA,0
RA-617,1,1L,,,,Feminino,2021,Pública,,Ametista,AGATA,6.816166667,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,0.0,9.0,7.52,,6.9,,,,,8.116666667,5.0,,-1,,,,2023,,"6,816166667",Aluno-617,10/31/2011,11,Ametista,,"7,107",7.708333333,"5,5","8,2",,Fase 2 (5° e 6° ano),,,,,,,,AGATA,0
RA-767,1,1L,,,,Masculino,2021,Pública,,Ametista,AMETISTA,7.3807,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,10.0,8.3,7.52,,6.3,,,,,7.446666667,5.0,,-1,,,,2023,,"7,3807",Aluno-767,4/19/2012,11,Ametista,,"7,511",7.291666667,"6,5","6,0",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-1058,1,1L,,,,Feminino,2023,Pública,,,AMETISTA,7.356533333,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,10.0,8.7,3.14,,5.4,,,,,7.62,10.0,,0,,,,2023,,"7,356533333",Aluno-1058,9/4/2014,1/8/1900,,,,7.083333333,"4,0","6,7",,Fase 1 (3° e 4° ano),,,,,,,,AMETISTA,0
RA-747,1,1L,,,,Feminino,2022,Pública,,,AGATA,6.026366667,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,10.0,8.0,3.14,,3.1,,,,,6.94,5.0,,-1,,,,2023,,"6,026366667",Aluno-747,11/30/2011,11,Ametista,,"7,676",6.041666667,"1,2","5,0",,Fase 2 (5° e 6° ano),,,,,,,,AGATA,0
RA-827,1,1M,,,,Feminino,2022,Pública,,,AMETISTA,7.419925,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.9,8.1,3.14,,8.1,,,,,8.73,5.0,,-1,,,,2023,,"7,419925",Aluno-827,11/10/2012,1/10/1900,Ametista,,"7,412",8.28125,"7,7","8,5",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-1059,1,1M,,,,Masculino,2023,Pública,,,AMETISTA,7.763741667,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,9.8,2.52,,7.6,,,,,8.673333333,5.0,,-1,,,,2023,,"7,763741667",Aluno-1059,6/7/2013,1/9/1900,,,,7.96875,"6,2","9,0",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-612,1,1M,,,,Feminino,2021,Privada - Programa de Apadrinhamento,,Topázio,TOPAZIO,8.410783333,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,9.7,3.77,,9.7,,,,,9.286666667,5.0,,-1,,,,2023,,"8,410783333",Aluno-612,8/24/2012,11,Ametista,,"7,594",9.0625,"9,3","10,0",,Fase 2 (5° e 6° ano),,,,,,,,TOPAZIO,0
RA-1060,1,1M,,,,Masculino,2023,Pública,,,AMETISTA,7.095741667,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,8.6,3.14,,5.7,,,,,8.673333333,5.0,,-1,,,,2023,,"7,095741667",Aluno-1060,6/11/2012,1/9/1900,,,,7.96875,"4,3","7,0",,Fase 2 (5° e 6° ano),,,,,,,,AMETISTA,0
RA-665,1,1M,,,,Feminino,2022,Pública,,,AGATA,6.185658333,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,4.9,2.52,,5.2,,,,,8.226666667,5.0,,-1,,,,2023,,"6,185658333",Aluno-665,7/12/2011,1/10/1900,Ágata,,"6,996",8.28125,"5,0","5,3",,Fase 2 (5° e 6° ano),,,,,,,,AGATA,0
RA-829,1,1M,,,,Feminino,2022,Pública,,,TOPAZIO,8.532075,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,9.4,3.14,,8.4,,,,,9.23,10.0,,0,,,,2023,,"8,532075",Aluno-829,9/30/2014,9,Ametista,,"8,003",9.21875,"7,5","9,2",,Fase 1 (3° e 4° ano),,,,,,,,TOPAZIO,0
