RA,ANO,Fase,INDE,IAA,IEG,IPS,IDA,IPP,IPV,IAN,Defas,Atingiu_PV,EM_RISCO
RA-1129,2024,3,7.360417647,9.2,7.1,8.1,6.8,6.9,5.7,10.0,0,,0
RA-1546,2024,3,6.900662108,8.3,6.4,8.8,4.7,7.5,6.2,10.0,0,,0
RA-1130,2024,3,6.563952941,8.8,6.3,8.1,4.3,6.9,5.3,10.0,0,,0
RA-1168,2024,3,6.864053922,9.6,7.7,7.5,5.7,7.2,6.3,5.0,-1,,0
RA-613,2024,3,7.4019,8.3,9.6,7.5,7.3,6.9,6.3,5.0,-1,,0
RA-433,2024,3,7.218157143,7.9,8.4,8.1,4.8,6.9,6.4,10.0,0,,0
RA-1547,2024,3,6.748480627,7.9,6.5,8.1,6.7,7.5,6.3,5.0,-1,,0
RA-1548,2024,3,6.482499715,8.3,5.2,7.5,4.8,7.5,5.7,10.0,0,,0
RA-304,2024,3,6.852411485,10.0,7.8,7.5,7.2,6.9,5.8,2.5,-3,,0
RA-1549,2024,3,6.5148622,9.6,7.4,7.5,4.2,7.2,6.3,5.0,-2,,0
RA-632,2024,3,7.515491249,7.9,9.0,6.9,4.2,8.3,7.9,10.0,0,,0
RA-633,2024,3,5.228470175,4.6,4.7,2.5,3.3,6.9,6.1,10.0,0,,1
RA-1137,2024,3,7.183752652,8.3,7.6,8.1,3.5,8.3,7.5,10.0,1,,1
RA-646,2024,3,7.715491667,10.0,9.3,7.5,6.2,8.3,7.7,5.0,-1,,0
RA-1550,2024,3,6.064236111,9.6,5.2,7.5,4.3,7.0,6.2,5.0,-1,,0
RA-1139,2024,3,6.906276358,8.3,6.2,7.5,4.7,7.5,7.0,10.0,1,,1
RA-444,2024,3,5.410188638,8.3,6.4,2.5,3.7,6.3,6.0,5.0,-1,,1
RA-445,2024,3,7.341624603,7.9,8.7,7.5,4.0,7.8,7.4,10.0,0,,0
RA-639,2024,3,5.769380764,7.9,5.3,2.5,3.8,6.7,6.2,10.0,0,,1
RA-1142,2024,3,8.390566667,8.3,9.1,7.5,8.5,8.1,7.3,10.0,0,,0
RA-1551,2024,3,5.971708754,9.6,4.8,7.5,3.5,7.5,6.8,5.0,-2,,1
RA-458,2024,3,5.680161508,8.8,3.7,6.9,4.0,7.0,6.8,5.0,-1,,1
RA-1552,2024,3,7.443301282,9.6,9.7,7.5,3.2,7.2,7.2,10.0,0,,0
RA-1170,2024,3,6.095440873,9.2,5.6,8.1,3.5,7.0,6.7,5.0,-2,,0
RA-642,2024,3,7.08259127,9.6,9.1,3.8,4.0,7.2,7.0,10.0,0,,0
RA-1553,2024,3,7.641184314,8.3,9.0,7.5,4.3,8.3,7.8,10.0,0,,0
RA-1554,2024,3,6.941692593,6.7,9.6,8.8,4.0,7.3,7.2,5.0,-2,,0
RA-649,2024,3,6.985329692,8.8,6.0,8.8,3.7,8.3,7.3,10.0,0,,0
RA-1136,2024,3,5.458179832,8.8,4.5,8.1,1.7,7.5,6.4,5.0,-1,,1
RA-653,2024,3,8.103217647,8.8,9.5,8.8,5.2,8.3,7.9,10.0,0,,0
RA-456,2024,3,8.331124561,7.1,9.4,7.5,6.5,9.2,8.9,10.0,0,,0
RA-655,2024,3,8.2386,7.5,10.0,8.8,6.8,8.1,7.2,10.0,0,,0
RA-656,2024,3,6.668152941,9.2,6.0,7.5,4.2,7.5,6.1,10.0,0,,0
RA-657,2024,3,8.207433333,8.8,9.6,6.9,7.5,8.1,7.1,10.0,0,,0
RA-1555,2024,3,7.482733333,8.3,10.0,6.3,3.0,8.1,8.1,10.0,0,,0
RA-461,2024,3,7.544755929,8.8,9.2,7.5,4.5,7.7,7.1,10.0,0,,0
RA-398,2024,3,7.2458,7.1,5.7,7.5,8.0,7.3,6.6,10.0,0,,0
RA-586,2024,3,8.702387302,9.2,9.2,7.5,8.5,8.8,8.1,10.0,1,,1
RA-623,2024,3,6.357733333,8.3,7.4,6.9,4.0,6.5,7.1,5.0,-1,,0
RA-588,2024,3,8.676133333,9.2,9.8,7.5,7.8,8.8,8.0,10.0,1,,1
RA-626,2024,3,6.407590226,9.6,3.4,6.9,5.3,7.3,6.4,10.0,0,,0
RA-1556,2024,3,6.666811111,7.9,5.2,7.5,4.0,7.9,7.4,10.0,0,,0
RA-455,2024,3,7.098988889,8.8,6.1,8.1,4.5,8.3,7.3,10.0,0,,0
RA-614,2024,3,7.8285,9.6,9.7,7.5,6.8,7.9,7.6,5.0,-1,,0
RA-434,2024,3,6.610947619,7.1,5.1,7.5,5.5,7.3,6.6,10.0,0,,0
RA-603,2024,3,6.942277778,9.6,7.2,6.9,4.7,6.9,6.2,10.0,0,,0
RA-1133,2024,3,8.238553968,9.2,9.8,8.8,4.5,8.1,8.8,10.0,1,,1
RA-616,2024,3,5.457877193,7.5,3.1,6.9,3.8,6.5,4.9,10.0,0,,1
RA-1134,2024,3,7.756457143,8.8,8.9,7.5,6.0,7.7,6.9,10.0,0,,0
RA-1557,2024,3,8.2285,9.6,8.9,7.5,7.0,7.9,7.7,10.0,0,,0
RA-670,2024,3,8.860253968,9.6,9.4,7.5,8.7,9.0,8.2,10.0,1,,1
RA-620,2024,3,5.766892064,8.3,4.0,7.5,2.5,7.1,5.9,10.0,0,,1
RA-1149,2024,4,8.1371,8.3,10.0,10.0,6.0,8.6,8.7,5.0,-1,,0
RA-1558,2024,4,7.643772048,9.2,8.7,8.8,5.5,8.5,8.3,5.0,-1,,0
RA-326,2024,4,8.832389092,9.2,9.0,6.3,9.3,8.9,8.7,10.0,1,,1
RA-339,2024,4,7.711540746,7.5,7.2,5.6,8.2,8.0,7.7,10.0,1,,1
RA-179,2024,4,8.932712281,9.2,9.4,9.4,8.2,8.8,8.4,10.0,1,,1
RA-1559,2024,4,6.330428438,7.9,5.3,6.9,4.7,8.4,7.6,5.0,-1,,0
RA-332,2024,4,8.421271701,9.6,7.6,9.4,7.0,8.6,8.7,10.0,1,,1
RA-1560,2024,4,8.472103175,9.2,9.2,5.6,8.2,8.5,8.3,10.0,1,,1
RA-1153,2024,4,8.26887619,8.8,9.7,5.6,8.5,8.8,9.1,5.0,-1,,0
RA-183,2024,4,8.266902372,7.9,9.2,6.3,7.5,8.3,8.4,10.0,0,,0
RA-199,2024,4,7.419398246,8.3,7.6,6.9,7.2,8.1,8.2,5.0,-1,,0
RA-1561,2024,4,7.940220635,9.6,9.2,5.0,9.0,8.0,7.7,5.0,-1,,0
RA-336,2024,4,6.834286748,7.5,5.5,6.3,5.8,7.5,7.2,10.0,0,,0
RA-347,2024,4,8.384742584,8.8,9.7,6.9,7.7,8.0,7.8,10.0,1,,1
RA-397,2024,4,6.807291922,7.9,7.9,5.6,5.7,7.6,7.4,5.0,-2,,0
RA-338,2024,4,8.052795331,9.2,7.4,7.5,6.8,7.6,8.8,10.0,0,,0
RA-392,2024,4,4.363946336,9.6,5.4,5.6,1.0,3.5,3.5,5.0,-1,,1
RA-352,2024,4,5.979482935,8.3,4.5,6.3,3.2,6.4,6.8,10.0,1,,1
RA-1562,2024,4,5.458833333,6.3,8.7,5.0,0.5,6.3,6.9,5.0,-2,,1
RA-367,2024,4,7.209434085,9.2,7.3,6.3,5.0,6.9,7.6,10.0,1,,1
RA-1563,2024,4,7.604211111,8.8,8.3,7.5,7.0,7.3,8.5,5.0,-1,,0
RA-1564,2024,4,5.076146881,8.3,4.9,6.9,2.2,5.8,5.3,5.0,-1,,1
RA-1565,2024,4,5.816448179,0.0,8.1,7.5,5.5,6.4,6.0,5.0,-1,,1
RA-1566,2024,4,7.759243871,9.2,9.2,7.5,6.5,7.8,8.3,5.0,-2,,0
RA-1567,2024,4,7.913942088,8.3,8.8,7.5,8.2,7.8,8.3,5.0,-2,,0
RA-356,2024,4,6.627336017,8.3,6.7,5.6,5.3,5.3,6.5,10.0,1,,1
RA-1568,2024,4,7.800326144,9.2,7.5,7.5,8.2,8.0,8.5,5.0,-1,,0
RA-247,2024,4,6.64648574,0.0,8.3,6.3,4.3,7.8,8.6,10.0,0,,0
RA-204,2024,4,7.838218895,9.2,6.8,6.3,7.5,7.1,8.6,10.0,0,,0
RA-1569,2024,4,5.719155556,6.7,7.1,6.3,2.2,6.9,6.9,5.0,-2,,1
RA-1570,2024,4,7.894084175,9.6,7.5,7.5,8.3,7.8,8.7,5.0,-1,,0
RA-1571,2024,4,7.248455556,8.3,9.1,5.0,5.7,7.5,8.5,5.0,-1,,0
RA-1572,2024,4,8.080345635,9.2,9.8,7.5,7.5,7.7,8.4,5.0,-1,,0
RA-1150,2024,4,7.102321296,8.3,6.5,7.5,6.8,7.7,7.9,5.0,-2,,0
RA-1573,2024,4,6.743847969,9.2,6.1,6.3,5.0,7.7,8.6,5.0,-1,,0
RA-1574,2024,4,7.77724418,8.8,8.4,7.5,7.3,7.8,8.6,5.0,-1,,0
RA-1151,2024,4,8.749111111,7.5,9.7,5.6,9.0,8.1,9.4,10.0,1,,1
RA-1575,2024,4,7.318459391,9.2,8.6,6.9,5.3,7.7,8.3,5.0,-1,,0
RA-1081,2024,4,8.545295238,6.7,9.5,5.0,8.8,9.2,9.0,10.0,0,,0
RA-342,2024,4,6.757026587,8.8,7.7,6.3,4.5,7.7,7.7,5.0,-1,,0
RA-1576,2024,4,7.463620238,8.3,9.5,5.6,6.7,6.4,8.4,5.0,-1,,0
RA-187,2024,4,8.568424074,8.8,9.5,5.6,7.8,8.4,9.1,10.0,0,,0
RA-359,2024,4,7.492006349,9.2,7.2,6.3,5.5,7.5,8.3,10.0,1,,1
RA-1577,2024,4,6.305585582,10.0,5.0,7.5,4.3,7.3,7.3,5.0,-1,,0
RA-236,2024,4,6.98083374,9.2,7.9,6.3,4.5,6.9,6.4,10.0,0,,0
RA-249,2024,4,6.125104329,7.1,6.6,5.0,5.0,6.8,7.1,5.0,-2,,0
RA-239,2024,4,6.782180869,8.8,6.4,5.6,6.7,7.9,8.5,2.5,-3,,0
RA-382,2024,4,5.805712281,9.2,6.3,5.6,3.0,6.8,6.4,5.0,-1,,1
RA-383,2024,4,8.036024387,9.2,8.6,7.5,5.8,7.9,8.5,10.0,1,,1
RA-1155,2024,4,7.119011111,8.3,8.9,5.0,4.7,8.0,8.9,5.0,-1,,0
RA-384,2024,4,8.072200721,7.5,8.6,7.5,7.5,7.6,7.9,10.0,0,,0
RA-1156,2024,4,6.677713564,7.5,7.8,7.5,2.0,7.1,7.5,10.0,1,,1
RA-1578,2024,4,7.880605848,8.3,6.8,7.5,7.3,7.5,8.6,10.0,1,,1
RA-388,2024,4,5.965307936,7.5,6.3,7.5,4.3,6.8,5.8,5.0,-1,,1
RA-260,2024,4,8.448920635,8.8,9.7,7.5,7.0,7.9,8.5,10.0,0,,0
RA-395,2024,4,7.169905291,8.8,6.9,6.3,4.3,7.3,8.5,10.0,1,,1
RA-262,2024,4,5.806145462,7.9,4.9,7.5,4.2,7.0,6.3,5.0,-2,,1
RA-1579,2024,4,7.894385711,8.8,9.1,5.6,7.2,8.5,9.3,5.0,-2,,0
RA-1580,2024,4,7.790523996,8.8,9.0,7.5,6.2,7.9,9.2,5.0,-1,,0
RA-377,2024,4,7.480115873,9.2,7.7,7.5,5.2,7.1,7.6,10.0,0,,0
RA-250,2024,4,9.049892593,9.2,9.6,6.9,9.2,9.0,9.0,10.0,0,,0
RA-1581,2024,4,6.978702286,8.3,7.8,6.3,6.3,7.1,7.4,5.0,-1,,0
RA-1582,2024,4,6.472788889,8.3,8.1,6.3,4.5,6.7,6.7,5.0,-1,,0
RA-1583,2024,4,7.819757971,7.9,7.8,6.3,8.2,9.2,9.0,5.0,-1,,0
RA-450,2024,4,7.526188207,8.8,9.0,5.6,7.5,7.8,7.6,5.0,-1,,0
RA-426,2024,4,6.643003019,7.9,7.9,4.4,4.8,7.7,8.0,5.0,-1,,0
RA-1584,2024,4,7.429837831,8.3,9.2,7.5,5.5,7.8,8.2,5.0,-1,,0
RA-313,2024,4,7.25285,8.8,9.7,5.6,4.8,7.8,8.2,5.0,-1,,0
RA-467,2024,4,7.729811842,7.9,9.1,5.0,6.8,7.3,7.5,10.0,0,,0
RA-1585,2024,4,6.730367017,10.0,6.8,7.5,4.0,7.7,7.8,5.0,-1,,0
RA-432,2024,4,7.167975,7.5,10.0,6.3,5.5,7.3,7.3,5.0,-1,,0
RA-1586,2024,4,6.555764327,10.0,6.1,5.0,5.7,6.9,7.5,5.0,-1,,0
RA-470,2024,4,6.981130848,9.6,8.0,7.5,3.3,7.0,6.5,10.0,0,,0
RA-417,2024,4,8.533628558,8.3,8.4,7.5,8.8,8.4,8.3,10.0,0,,0
RA-407,2024,4,7.087512817,8.3,7.6,6.3,3.7,8.0,7.9,10.0,0,,0
RA-1587,2024,4,7.34055,9.2,10.0,7.5,3.8,7.8,8.2,5.0,-2,,0
RA-1588,2024,4,7.303823728,7.9,8.6,7.5,4.0,7.5,7.4,10.0,0,,0
RA-424,2024,4,7.341187281,8.3,9.6,7.5,3.3,7.3,7.2,10.0,0,,0
RA-1193,2024,4,6.630481579,8.8,7.8,5.6,4.0,7.8,7.8,5.0,-1,,0
RA-411,2024,4,7.279762963,7.1,9.1,5.6,4.8,7.3,7.4,10.0,0,,0
RA-412,2024,4,8.04437807,8.3,8.5,6.3,7.3,8.0,8.1,10.0,0,,0
RA-428,2024,4,7.534949123,9.2,8.9,5.6,5.0,7.5,7.6,10.0,0,,0
RA-315,2024,4,6.07687037,0.0,5.9,7.5,6.8,7.5,7.6,5.0,-1,,0
RA-442,2024,4,6.905439216,8.3,5.9,5.6,5.0,7.5,7.9,10.0,1,,1
RA-301,2024,4,8.410830702,9.2,7.5,7.5,9.0,8.0,8.2,10.0,0,,0
RA-1163,2024,4,8.679478947,8.3,9.8,7.5,7.8,8.1,8.8,10.0,0,,0
RA-402,2024,4,5.683064815,7.5,3.1,6.3,4.2,6.4,6.1,10.0,0,,1
RA-1589,2024,4,5.260851852,0.0,6.3,7.5,2.5,7.5,7.5,5.0,-1,,1
RA-1162,2024,4,7.473167836,7.9,9.1,6.3,5.7,6.9,7.0,10.0,0,,0
RA-471,2024,4,6.635847118,0.0,7.0,7.5,5.5,7.7,8.0,10.0,0,,0
RA-416,2024,4,8.700808577,8.8,9.0,7.5,8.0,8.5,9.1,10.0,1,,1
RA-303,2024,4,6.24434269,8.8,4.0,7.5,5.7,6.9,7.5,5.0,-2,,0
RA-418,2024,4,9.125183333,8.8,10.0,7.5,9.3,8.2,9.0,10.0,1,,1
RA-419,2024,4,8.355707895,7.1,9.4,6.3,8.2,8.0,8.5,10.0,1,,1
RA-420,2024,4,7.544228947,8.3,9.6,6.3,4.0,7.8,8.0,10.0,1,,1
RA-1166,2024,4,7.452799123,8.3,8.5,6.3,6.3,8.0,8.6,5.0,-1,,0
RA-425,2024,4,9.016616667,10.0,10.0,6.3,9.0,8.2,8.8,10.0,0,,0
RA-1590,2024,4,8.190787509,7.9,8.3,7.5,8.7,10.0,8.8,5.0,-1,,0
RA-1591,2024,4,6.170795286,7.1,6.4,7.5,3.5,8.1,7.1,5.0,-2,,0
RA-273,2024,4,6.59913078,9.2,7.3,6.3,4.5,8.1,6.9,5.0,-1,,0
RA-1592,2024,4,6.81254548,7.9,6.9,7.5,5.5,8.1,7.4,5.0,-1,,0
RA-457,2024,4,8.589275604,8.3,8.7,7.5,8.7,9.7,7.8,10.0,1,,1
RA-305,2024,4,6.693026812,8.3,7.9,6.3,4.8,7.8,7.0,5.0,-1,,0
RA-421,2024,4,8.488232329,8.8,9.5,7.5,6.7,9.1,8.6,10.0,1,,1
RA-1169,2024,4,6.885305556,6.3,8.4,5.6,6.8,7.8,6.8,5.0,-1,,0
RA-1593,2024,4,6.638525017,6.2,4.9,6.3,6.5,9.1,8.5,5.0,-1,,0
RA-1594,2024,4,5.731267288,9.6,6.1,6.3,3.0,6.3,6.0,5.0,-2,,1
RA-283,2024,4,7.944430952,8.8,9.8,6.9,8.0,7.8,7.7,5.0,-2,,0
RA-459,2024,4,7.233804589,7.9,8.5,5.6,4.7,7.8,7.4,10.0,0,,0
RA-454,2024,4,5.852294347,9.6,6.6,6.3,3.7,5.4,5.8,5.0,-2,,1
RA-1595,2024,4,6.659930423,8.3,7.9,6.3,2.3,7.4,7.0,10.0,0,,0
RA-1596,2024,4,7.261016667,8.8,10.0,7.5,3.3,8.2,8.2,5.0,-2,,0
RA-170,2024,4,7.646383333,9.2,8.5,5.6,8.0,7.6,8.0,5.0,-1,,0
RA-1597,2024,4,6.718706349,7.5,8.4,7.5,2.8,8.1,8.3,5.0,-1,,0
RA-1171,2024,4,7.623681746,8.3,7.2,7.5,7.5,8.6,8.6,5.0,-1,,0
RA-116,2024,5,6.337470707,8.3,7.5,5.6,4.5,6.9,6.7,5.0,-2,,0
RA-217,2024,5,7.42091645,8.3,8.9,6.3,7.8,7.1,7.0,5.0,-1,,0
RA-103,2024,5,8.775268254,8.3,9.6,6.3,9.2,7.9,8.9,10.0,0,,0
RA-178,2024,5,7.234168831,9.6,8.7,6.3,4.2,7.6,6.5,10.0,0,,0
RA-1172,2024,5,5.719565079,7.5,6.1,6.3,3.3,7.3,6.2,5.0,-1,,1
RA-180,2024,5,8.801463636,9.2,9.4,7.5,8.5,8.1,8.7,10.0,2,,1
RA-181,2024,5,7.439841414,7.5,8.7,6.3,4.3,7.6,8.4,10.0,0,,0
RA-121,2024,5,7.476158297,8.8,8.2,6.3,8.8,7.3,6.8,5.0,-2,,0
RA-211,2024,5,8.283601876,9.6,9.4,7.5,7.0,7.3,7.9,10.0,0,,0
RA-1198,2024,5,6.921774892,8.8,9.5,7.5,3.5,7.4,7.3,5.0,-1,,0
RA-110,2024,5,8.632493939,9.2,9.7,6.3,8.5,7.5,8.5,10.0,0,,0
RA-189,2024,5,8.586533333,10.0,10.0,6.3,8.2,6.9,8.2,10.0,0,,0
RA-127,2024,5,8.560593939,8.8,9.5,7.5,7.8,7.6,8.5,10.0,0,,0
RA-115,2024,5,5.404184696,7.9,4.2,6.3,4.2,6.8,5.7,5.0,-2,,1
RA-215,2024,5,7.045258874,7.1,6.5,6.3,5.7,8.0,7.4,10.0,0,,0
RA-1598,2024,5,8.465628571,9.6,8.9,7.5,7.5,8.4,8.2,10.0,0,,0
RA-1174,2024,5,7.37421342,8.8,8.3,6.3,5.0,7.5,7.3,10.0,0,,0
RA-192,2024,5,6.882960606,8.3,6.4,7.5,7.2,7.1,6.9,5.0,-2,,0
RA-220,2024,5,7.698777056,8.8,8.2,6.3,6.8,7.3,7.3,10.0,0,,0
RA-186,2024,5,8.325963636,7.9,9.6,6.3,7.2,8.1,8.7,10.0,1,,1
RA-1181,2024,5,6.201581674,9.2,5.0,6.3,3.8,7.1,5.9,10.0,0,,0
RA-1599,2024,5,7.605933333,8.3,9.7,7.5,6.5,7.8,7.6,5.0,-2,,0
RA-111,2024,5,8.667693939,9.2,9.5,6.3,8.3,8.1,8.7,10.0,0,,0
RA-1600,2024,5,6.750618519,8.8,8.4,6.3,5.7,7.3,6.0,5.0,-2,,0
RA-1601,2024,5,7.2431,8.8,7.0,7.5,6.5,7.5,8.3,5.0,-1,,0
RA-176,2024,5,8.828632576,9.6,9.5,6.3,8.8,8.6,8.5,10.0,1,,1
RA-1602,2024,5,8.041889815,7.9,8.8,7.5,7.2,7.3,7.9,10.0,0,,0
RA-1603,2024,5,7.836518518,7.5,9.3,7.5,8.3,7.5,7.8,5.0,-1,,0
RA-1604,2024,5,8.011855556,9.2,7.8,7.5,8.5,8.1,8.9,5.0,-1,,0
RA-193,2024,5,8.46504697,8.8,9.8,6.3,7.0,8.4,8.8,10.0,1,,1
RA-195,2024,5,8.469049603,7.5,9.7,6.3,7.8,8.0,9.0,10.0,1,,1
RA-196,2024,5,8.823550938,8.8,9.7,7.5,8.0,8.8,8.9,10.0,1,,1
RA-197,2024,5,8.568238636,7.5,9.8,6.3,8.3,8.0,8.8,10.0,0,,0
RA-229,2024,5,8.852545635,9.6,9.8,5.6,8.8,8.3,8.8,10.0,1,,1
RA-202,2024,5,7.351215476,8.3,7.9,6.3,7.5,7.7,7.8,5.0,-1,,0
RA-1176,2024,5,8.91481627,8.8,9.7,6.3,9.2,8.6,8.9,10.0,1,,1
RA-1177,2024,5,8.323303947,8.8,9.8,6.3,7.3,7.7,8.1,10.0,0,,0
RA-146,2024,5,8.134554885,8.8,9.5,5.6,9.3,7.7,8.3,5.0,-2,,0
RA-1199,2024,5,7.614235714,7.5,8.6,5.0,9.0,6.6,8.5,5.0,-2,,0
RA-1178,2024,5,8.093474603,8.8,9.7,6.3,8.3,7.5,8.7,5.0,-1,,0
RA-149,2024,5,5.731617385,9.6,4.1,6.3,3.8,7.3,6.6,5.0,-2,,1
RA-1605,2024,5,4.920488889,0.0,5.1,7.5,2.5,7.5,7.0,5.0,-1,,1
RA-107,2024,5,6.676130827,7.5,8.0,7.5,4.7,7.5,7.0,5.0,-1,,0
RA-184,2024,5,8.471456704,8.8,8.7,6.3,8.2,8.0,9.0,10.0,1,,1
RA-1606,2024,5,5.82167963,8.3,5.1,7.5,2.5,7.8,7.1,5.0,-2,,1
RA-1607,2024,5,4.899894444,5.8,6.2,5.6,0.0,6.6,6.8,5.0,-1,,1
RA-1608,2024,5,7.072539815,8.8,7.2,7.5,5.0,6.4,6.8,10.0,0,,0
RA-1173,2024,5,8.220132916,9.2,9.7,7.5,5.8,8.1,8.2,10.0,0,,0
RA-237,2024,5,7.931384271,8.8,9.7,6.3,7.7,7.9,8.3,5.0,-1,,0
RA-147,2024,5,7.400477922,8.3,9.3,7.5,6.2,7.5,7.4,5.0,-1,,0
RA-131,2024,5,7.263155556,8.8,9.4,7.5,5.0,7.7,7.4,5.0,-2,,0
RA-1609,2024,5,7.577233333,8.3,9.7,7.5,6.0,7.7,7.9,5.0,-2,,0
RA-137,2024,5,6.576761183,9.6,7.6,5.0,6.8,4.8,6.3,5.0,-2,,0
RA-1184,2024,5,7.411701732,6.7,8.7,7.5,7.7,7.3,7.5,5.0,-1,,0
RA-138,2024,5,7.386027417,9.6,8.8,7.5,5.8,7.7,7.4,5.0,-2,,0
RA-1610,2024,5,6.702372928,9.2,7.8,7.5,5.2,7.3,6.1,5.0,-2,,0
RA-1611,2024,5,6.458918622,7.1,8.4,7.5,4.5,7.5,5.9,5.0,-2,,0
RA-1612,2024,5,7.014528571,6.7,8.5,7.5,6.2,7.7,6.9,5.0,-2,,0
RA-1188,2024,5,7.801633333,9.2,10.0,7.5,7.0,8.1,7.1,5.0,-1,,0
RA-1613,2024,5,6.085471429,8.3,7.1,7.5,3.0,7.3,6.2,5.0,-2,,0
RA-244,2024,5,8.7225,7.5,10.0,6.3,9.5,8.1,8.2,10.0,1,,1
RA-267,2024,5,5.896306782,10.0,8.3,6.3,2.0,4.6,6.3,5.0,-2,,1
RA-1189,2024,5,7.648638716,9.6,8.7,7.5,7.7,7.5,7.1,5.0,-1,,0
RA-113,2024,5,7.043536903,8.8,7.1,7.5,6.7,7.5,7.1,5.0,-1,,0
RA-152,2024,5,6.58379386,7.5,7.3,5.6,5.2,7.8,7.4,5.0,-2,,0
RA-318,2024,5,7.025000926,7.9,9.1,7.5,4.7,7.3,7.4,5.0,-1,,0
RA-274,2024,5,8.65102963,8.3,9.6,5.6,9.3,8.1,8.2,10.0,2,,1
RA-319,2024,5,7.948699561,9.6,9.0,7.5,5.8,7.3,7.7,10.0,0,,0
RA-160,2024,5,6.855108333,8.3,7.4,6.3,5.7,7.3,7.7,5.0,-1,,0
RA-161,2024,5,7.258445588,8.8,8.0,6.3,4.0,8.0,7.8,10.0,0,,0
RA-1614,2024,5,6.78789899,7.5,6.6,7.5,6.5,7.5,7.1,5.0,-1,,0
RA-164,2024,5,6.837125731,9.6,8.1,6.3,5.7,6.3,6.9,5.0,-2,,0
RA-165,2024,5,8.462750244,7.5,9.4,7.5,8.5,8.0,7.9,10.0,0,,0
RA-1615,2024,5,8.417533333,7.9,9.8,7.5,8.3,7.5,7.5,10.0,0,,0
RA-1616,2024,5,7.147738235,8.3,8.4,7.5,6.2,7.2,7.1,5.0,-1,,0
RA-271,2024,5,7.400633333,9.2,9.0,6.3,7.3,7.5,6.7,5.0,-1,,0
RA-316,2024,5,8.708925,9.2,10.0,7.5,8.0,7.7,8.4,10.0,0,,0
RA-286,2024,5,5.123180882,6.7,4.0,6.3,3.2,7.3,5.8,5.0,-1,,1
RA-320,2024,5,8.442258333,9.2,10.0,7.5,6.7,7.7,8.4,10.0,0,,0
RA-1207,2024,5,6.509169737,8.3,6.6,7.5,5.3,7.3,6.5,5.0,-1,,0
RA-1617,2024,5,4.926285714,0.0,5.6,7.5,3.3,6.9,6.1,5.0,-1,,1
RA-158,2024,5,6.855159259,8.3,7.8,6.3,4.0,6.9,6.7,10.0,0,,0
RA-306,2024,5,6.166153947,7.9,7.7,7.5,2.8,7.3,6.4,5.0,-1,,0
RA-1618,2024,5,7.048766013,8.3,7.9,7.5,6.3,7.5,6.8,5.0,-1,,0
RA-308,2024,5,7.489282456,7.1,8.7,5.6,6.5,7.5,7.1,10.0,1,,1
RA-1619,2024,5,7.393951852,7.5,9.3,7.5,4.3,7.5,7.2,10.0,1,,1
RA-299,2024,5,8.177186957,8.8,9.0,6.3,8.2,7.5,7.5,10.0,1,,1
RA-251,2024,5,6.713500621,8.8,8.6,5.6,4.5,6.9,7.3,5.0,-1,,0
RA-157,2024,5,8.950566667,8.3,10.0,6.3,9.7,8.1,8.7,10.0,1,,1
RA-1620,2024,5,6.652766667,8.8,6.7,7.5,5.2,7.5,7.1,5.0,-1,,0
RA-321,2024,5,8.125807933,7.9,9.5,6.3,7.2,8.1,7.8,10.0,1,,1
RA-1195,2024,5,7.508514493,9.6,9.9,5.6,6.2,7.5,7.7,5.0,-2,,0
RA-1200,2024,5,5.641583896,7.9,7.1,6.3,1.5,7.5,6.3,5.0,-1,,1
RA-278,2024,5,8.907314493,9.2,9.9,7.5,9.3,8.1,7.9,10.0,1,,1
RA-85,2024,5,6.999509386,8.3,8.7,3.8,7.7,6.3,7.0,5.0,-2,,0
RA-279,2024,5,9.113133333,9.2,10.0,7.5,9.3,8.3,8.7,10.0,1,,1
RA-1621,2024,5,8.107033333,7.9,10.0,6.3,8.3,8.3,8.4,5.0,-1,,0
RA-280,2024,5,8.822714493,7.9,9.9,6.3,9.3,8.3,8.7,10.0,1,,1
RA-1201,2024,5,8.376195238,8.8,9.5,7.5,9.0,8.3,8.6,5.0,-1,,0
RA-1622,2024,5,8.429066667,8.3,10.0,7.5,9.7,8.3,7.9,5.0,-1,,0
RA-132,2024,6,8.474632143,8.3,8.4,7.5,8.3,8.6,8.4,10.0,0,,0
RA-42,2024,6,7.65662877,9.2,9.7,5.6,8.2,6.8,7.1,5.0,-1,,0
RA-1623,2024,6,7.760953704,9.2,8.5,6.3,6.0,7.8,7.7,10.0,0,,0
RA-106,2024,6,7.721664286,9.2,8.8,5.6,5.7,7.8,7.9,10.0,0,,0
RA-123,2024,6,6.887248016,7.5,8.4,5.6,7.2,6.7,6.4,5.0,-1,,0
RA-125,2024,6,6.627079762,8.3,5.6,7.5,6.2,7.3,7.2,5.0,-1,,0
RA-1624,2024,6,7.743213492,7.9,9.5,7.5,7.5,7.8,7.6,5.0,-1,,0
RA-1625,2024,6,6.888194089,7.5,7.1,7.5,4.3,7.2,6.9,10.0,0,,0
RA-1626,2024,6,8.541085606,8.8,9.7,7.5,7.3,8.3,8.4,10.0,0,,0
RA-1627,2024,6,7.481547222,7.1,7.8,7.5,7.8,7.7,8.2,5.0,-1,,0
RA-1628,2024,6,7.500131369,8.3,8.5,7.5,5.8,6.9,6.8,10.0,0,,0
RA-112,2024,6,8.052609921,7.1,8.0,7.5,8.0,8.0,8.0,10.0,0,,0
